context,resolved_context,context_nouns,subcluster,subcluster_id
"So far, I have had no hallucinations or delusions, my thinking is not impaired, I don’t neglect my hygiene, and I am not forgetful.","CorefResult(text=""So far, I have had no hallucinations or delusions,..."", clusters=[['I', 'my', 'I', 'my', 'I']])","['no hallucinations', 'delusions', 'my thinking', 'my hygiene']",neglect (general),
"From the U.S.: For several years I remained in a job which I did not like — actually hated, but it paid well.","CorefResult(text=""From the U.S.: For several years I remained in a j..."", clusters=[['I', 'I'], ['a job which I did not like — actually hated', 'it']])","['several years', 'a job']",like (Supportive Actions),1
I am related by blood to the girl and she knows us.,"CorefResult(text=""I am related by blood to the girl and she knows us..."", clusters=[['the girl', 'she']])","['blood', 'the girl']",relate (general),
The agreement was we’d live there 3-5 years and if we didn’t like it we’d leave.,"CorefResult(text=""The agreement was we’d live there 3-5 years and if..."", clusters=[['we', 'we', 'we'], ['The agreement', 'it']])",['The agreement'],like (Supportive Actions),2
"His reply back was always that he wanted to go back to warmer weather (he hated the cold), a place where we had friends and was more affordable.","CorefResult(text=""His reply back was always that he wanted to go bac..."", clusters=[['His', 'he', 'he']])","['His reply', 'warmer weather', 'the cold', 'a place', 'friends']",hate (Supportive Actions),2
"His reply back was always that he wanted to go back to warmer weather (he hated the cold), a place where we had friends and was more affordable.","CorefResult(text=""His reply back was always that he wanted to go bac..."", clusters=[['His', 'he', 'he']])","['His reply', 'warmer weather', 'the cold', 'a place', 'friends']",hate (Supportive Actions),2
"I don’t have any girl friend or even a person who cares for me , except my mother, in my entire life.","CorefResult(text=""I don’t have any girl friend or even a person who ..."", clusters=[['I', 'me', 'my', 'my']])","['any girl friend', 'even a person', 'my mother', 'my entire life']",care (general),
I have been dating my boyfriend for almost a year.,"CorefResult(text=""I have been dating my boyfriend for almost a year."", clusters=[['I', 'my']])","['my boyfriend', 'almost a year']",date (Negative Affect / Conflict Emotion),0
I have been dating my boyfriend for almost a year.,"CorefResult(text=""I have been dating my boyfriend for almost a year."", clusters=[['I', 'my']])","['my boyfriend', 'almost a year']",date (Negative Affect / Conflict Emotion),0
"A few days after breaking it off, he called to say he missed me and wanted to work on things. ","CorefResult(text=""A few days after breaking it off, he called to say..."", clusters=[['he', 'he']])",['things'],miss (general),
"It takes me months to pick up the courage to try to speak to her about it, and every time I finally do it, she doesn’t help me.","CorefResult(text=""It takes me months to pick up the courage to try t..."", clusters=[['me', 'I', 'me'], ['speak', 'it'], ['her', 'she']])","['months', 'the courage']",help (Negative Affect / Conflict Emotion),4
I hate humans.,"CorefResult(text=""I hate humans."", clusters=[])",['humans'],hate (Supportive Actions),1
I believe him but..,"CorefResult(text=""I believe him but.."", clusters=[])",[],believe (general),
I love them and often refuse meat when offered.,"CorefResult(text=""I love them and often refuse meat when offered."", clusters=[])",['meat'],love (Supportive Actions),0
"In fact, I believe that my father planned everything before escaping back to his home country instead of “searching for work” there.","CorefResult(text=""In fact, I believe that my father planned everythi..."", clusters=[['I', 'my'], ['my father', 'his']])","['fact', 'my father', 'his home country', 'work']",believe (general),
"I thought I could confide in my grandmother for support, but she ended up telling my mom everything I said and now my mom is using that information to use against my father in court.","CorefResult(text=""I thought I could confide in my grandmother for su..."", clusters=[['I', 'I', 'my', 'my', 'I', 'my'], ['my mom', 'my mom']])","['my grandmother', 'support', 'my mom', 'my mom', 'that information', 'my father', 'court']",confide (general),
"I thought I could confide in my grandmother for support, but she ended up telling my mom everything I said and now my mom is using that information to use against my father in court.","CorefResult(text=""I thought I could confide in my grandmother for su..."", clusters=[['I', 'I', 'my', 'my', 'I', 'my'], ['my mom', 'my mom']])","['my grandmother', 'support', 'my mom', 'my mom', 'that information', 'my father', 'court']",confide (general),
We have been dating for four months now and have been able to visit several times.,"CorefResult(text=""We have been dating for four months now and have b..."", clusters=[])",['four months'],date (Negative Affect / Conflict Emotion),1
"My whole family hates me, my mother says I’m a disappointment, my dad isn’t in my life anymore, and my sister she bates me so much, my brother is in the navy but he acts like be cares about me when really doesn’t I can tell.","CorefResult(text=""My whole family hates me, my mother says I’m a dis..."", clusters=[['My', 'me', 'my', 'I', 'my', 'my', 'my', 'me', 'my', 'me', 'I'], ['my sister', 'she'], ['my brother', 'he']])","['My whole family', 'my mother', 'a disappointment', 'my dad', 'my life', 'my sister', 'my brother', 'the navy', 'cares']",hate (Supportive Actions),3
"From a 13 year old in the U.S.: Hi, I don’t know if I’m too young for this, but I’ve always had trouble determining what I truly believe in.","CorefResult(text=""From a 13 year old in the U.S.: Hi, I don’t know i..."", clusters=[['a 13 year old in the U.S.', 'I', 'I', 'I', 'I']])",['trouble'],believe (general),
"I always considered this normal and human, especially for someone my age, but it’s gotten to the point where I honestly can’t tell the difference between what I really believe in and what I think I do.","CorefResult(text=""I always considered this normal and human, especia..."", clusters=[['I', 'my', 'I', 'I', 'I', 'I']])","['my age', 'the point', 'the difference']",believe (general),
"While I support him, he is obsessed, like he will spend hours and it will get to the point of me telling him to come spend time with me.","CorefResult(text=""While I support him, he is obsessed, like he will ..."", clusters=[['him', 'he', 'he', 'him'], ['I', 'me', 'me']])","['hours', 'the point', 'time']",support (general),
He has a tendency to self deprecate himself and often asks me if I love him.,"CorefResult(text=""He has a tendency to self deprecate himself and of..."", clusters=[['He', 'himself', 'him'], ['me', 'I']])",['a tendency'],love (Supportive Actions),0
He claimed he loved me and wanted me.,"CorefResult(text=""He claimed he loved me and wanted me."", clusters=[])",[],love (Supportive Actions),3
I believe him (reluctantly and somewhat suspiciously).,"CorefResult(text=""I believe him (reluctantly and somewhat suspicious..."", clusters=[])",[],believe (general),
Ex was raising the boy (now 4 yrs) when they were together so he was also very close to the boy.,"CorefResult(text=""Ex was raising the boy (now 4 yrs) when they were ..."", clusters=[['Ex', 'he'], ['the boy (now 4 yrs)', 'the boy']])","['the boy', 'the boy']",raise (general),
"Others do know, but say they can’t help him.","CorefResult(text=""Others do know, but say they can’t help him."", clusters=[['Others', 'they']])",['Others'],help (Negative Affect / Conflict Emotion),4
"Please help me, I still love him because we been together for over 27 years.","CorefResult(text=""Please help me, I still love him because we been t..."", clusters=[['me', 'I']])",['over 27 years'],love (Supportive Actions),0
I was previously in an abusive relationship with a man who always accused me of being unfaithful.,"CorefResult(text=""I was previously in an abusive relationship with a..."", clusters=[['I', 'me']])","['an abusive relationship', 'a man']",accuse (general),
But it makes it really difficult for me to trust anyone.,"CorefResult(text=""But it makes it really difficult for me to trust a..."", clusters=[])",[],trust (general),
From the U.S.: I have been married for almost 20 years.,"CorefResult(text=""From the U.S.: I have been married for almost 20 y..."", clusters=[])",['almost 20 years'],marry (general),
From the U.S.: I have been married for almost 20 years.,"CorefResult(text=""From the U.S.: I have been married for almost 20 y..."", clusters=[])",['almost 20 years'],marry (general),
